INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('281595', '513', 'Item 1', 'Descricao do item 1', 85.04, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('281595', '335', 'Item 106', 'Descricao do item 106', 40.6, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('450666', '807', 'Item 107', 'Descricao do item 107', 19.64, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('281595', '721', 'Item 108', 'Descricao do item 108', 30.17, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('610876', '545', 'Item 109', 'Descricao do item 109', 43.05, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('543884', '120', 'Item 110', 'Descricao do item 110', 75.82, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('450666', '842', 'Item 111', 'Descricao do item 111', 42.95, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('365697', '491', 'Item 112', 'Descricao do item 112', 57.04, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('610876', '456', 'Item 113', 'Descricao do item 113', 37.79, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('872427', '447', 'Item 114', 'Descricao do item 114', 67.69, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('772186', '721', 'Item 115', 'Descricao do item 115', 19.91, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('543884', '880', 'Item 116', 'Descricao do item 116', 44.61, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('772186', '962', 'Item 117', 'Descricao do item 117', 25.68, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('465096', '341', 'Item 118', 'Descricao do item 118', 27.76, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('772186', '671', 'Item 119', 'Descricao do item 119', 78.55, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('916251', '681', 'Item 120', 'Descricao do item 120', 27.62, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('916251', '979', 'Item 121', 'Descricao do item 121', 39.95, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('916251', '576', 'Item 122', 'Descricao do item 122', 60.2, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('281595', '451', 'Item 123', 'Descricao do item 123', 51.81, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('365697', '801', 'Item 124', 'Descricao do item 124', 50.7, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('610876', '116', 'Item 125', 'Descricao do item 125', 56.9, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('625762', '333', 'Item 126', 'Descricao do item 126', 71.37, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('625762', '286', 'Item 127', 'Descricao do item 127', 81.12, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('916251', '475', 'Item 128', 'Descricao do item 128', 58.8, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('916251', '147', 'Item 129', 'Descricao do item 129', 74.4, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('625762', '105', 'Item 130', 'Descricao do item 130', 12.35, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('543884', '948', 'Item 131', 'Descricao do item 131', 18.5, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('872427', '763', 'Item 132', 'Descricao do item 132', 99.59, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('450666', '309', 'Item 133', 'Descricao do item 133', 64.51, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('916251', '375', 'Item 134', 'Descricao do item 134', 19.73, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('543884', '404', 'Item 135', 'Descricao do item 135', 19.1, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('465096', '350', 'Item 136', 'Descricao do item 136', 88.79, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('916251', '993', 'Item 137', 'Descricao do item 137', 21.22, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('281595', '419', 'Item 138', 'Descricao do item 138', 81.02, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('450666', '157', 'Item 139', 'Descricao do item 139', 79.55, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('916251', '125', 'Item 140', 'Descricao do item 140', 40.78, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('543884', '336', 'Item 141', 'Descricao do item 141', 24.74, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('772186', '346', 'Item 142', 'Descricao do item 142', 32.4, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('610876', '169', 'Item 143', 'Descricao do item 143', 10.96, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('872427', '447', 'Item 144', 'Descricao do item 144', 67.18, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('916251', '270', 'Item 145', 'Descricao do item 145', 72.47, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('872427', '767', 'Item 146', 'Descricao do item 146', 25.29, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('465096', '515', 'Item 147', 'Descricao do item 147', 70.42, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('625762', '684', 'Item 148', 'Descricao do item 148', 22.48, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('543884', '493', 'Item 149', 'Descricao do item 149', 48.37, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('610876', '432', 'Item 150', 'Descricao do item 150', 64.93, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('450666', '594', 'Item 151', 'Descricao do item 151', 85.83, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('450666', '582', 'Item 152', 'Descricao do item 152', 75.87, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('450666', '841', 'Item 153', 'Descricao do item 153', 20.33, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('872427', '212', 'Item 154', 'Descricao do item 154', 15.76, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('625762', '424', 'Item 155', 'Descricao do item 155', 67.77, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('465096', '351', 'Item 156', 'Descricao do item 156', 36.42, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('365697', '124', 'Item 157', 'Descricao do item 157', 83.53, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('610876', '934', 'Item 158', 'Descricao do item 158', 83.26, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('625762', '244', 'Item 159', 'Descricao do item 159', 19.0, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('281595', '180', 'Item 160', 'Descricao do item 160', 54.57, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('625762', '526', 'Item 161', 'Descricao do item 161', 42.41, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('543884', '131', 'Item 162', 'Descricao do item 162', 62.29, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('543884', '977', 'Item 163', 'Descricao do item 163', 47.14, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('610876', '417', 'Item 164', 'Descricao do item 164', 54.93, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('872427', '220', 'Item 165', 'Descricao do item 165', 80.71, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('465096', '906', 'Item 166', 'Descricao do item 166', 62.33, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('610876', '239', 'Item 167', 'Descricao do item 167', 56.24, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('365697', '887', 'Item 168', 'Descricao do item 168', 20.44, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('281595', '211', 'Item 169', 'Descricao do item 169', 22.38, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('543884', '370', 'Item 170', 'Descricao do item 170', 69.33, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('625762', '706', 'Item 171', 'Descricao do item 171', 95.96, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('365697', '893', 'Item 172', 'Descricao do item 172', 26.33, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('465096', '456', 'Item 173', 'Descricao do item 173', 54.06, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('610876', '712', 'Item 174', 'Descricao do item 174', 36.58, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('465096', '608', 'Item 175', 'Descricao do item 175', 68.52, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('772186', '651', 'Item 176', 'Descricao do item 176', 92.59, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('543884', '797', 'Item 177', 'Descricao do item 177', 68.56, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('465096', '323', 'Item 178', 'Descricao do item 178', 80.73, False);
