INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('549469', '149', 'Item 1', 'Descricao do item 1', 71.68, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('549469', '430', 'Item 44', 'Descricao do item 44', 53.96, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('516536', '305', 'Item 45', 'Descricao do item 45', 25.03, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('516536', '725', 'Item 46', 'Descricao do item 46', 85.22, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('897122', '533', 'Item 47', 'Descricao do item 47', 22.14, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('216182', '902', 'Item 48', 'Descricao do item 48', 72.73, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('882689', '424', 'Item 49', 'Descricao do item 49', 46.11, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('202305', '996', 'Item 50', 'Descricao do item 50', 79.63, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('549469', '524', 'Item 51', 'Descricao do item 51', 96.78, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('549469', '667', 'Item 52', 'Descricao do item 52', 40.08, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('400851', '136', 'Item 53', 'Descricao do item 53', 59.9, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('400851', '803', 'Item 54', 'Descricao do item 54', 77.21, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('216182', '600', 'Item 55', 'Descricao do item 55', 57.03, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('549469', '453', 'Item 56', 'Descricao do item 56', 50.48, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('897122', '532', 'Item 57', 'Descricao do item 57', 61.91, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('516536', '800', 'Item 58', 'Descricao do item 58', 53.35, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('365193', '718', 'Item 59', 'Descricao do item 59', 53.92, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('897122', '310', 'Item 60', 'Descricao do item 60', 24.85, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('882689', '802', 'Item 61', 'Descricao do item 61', 60.21, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('882689', '905', 'Item 62', 'Descricao do item 62', 82.44, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('882689', '268', 'Item 63', 'Descricao do item 63', 86.57, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('897122', '575', 'Item 64', 'Descricao do item 64', 39.11, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('516536', '914', 'Item 65', 'Descricao do item 65', 23.45, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('882689', '615', 'Item 66', 'Descricao do item 66', 69.48, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('161763', '139', 'Item 67', 'Descricao do item 67', 87.18, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('365193', '198', 'Item 68', 'Descricao do item 68', 14.85, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('856996', '738', 'Item 69', 'Descricao do item 69', 15.93, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('516536', '387', 'Item 70', 'Descricao do item 70', 10.43, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('516536', '764', 'Item 71', 'Descricao do item 71', 46.7, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('549469', '755', 'Item 72', 'Descricao do item 72', 99.0, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('365193', '924', 'Item 73', 'Descricao do item 73', 37.88, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('549469', '770', 'Item 74', 'Descricao do item 74', 60.13, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('216182', '467', 'Item 75', 'Descricao do item 75', 46.4, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('897122', '649', 'Item 76', 'Descricao do item 76', 47.68, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('856996', '905', 'Item 77', 'Descricao do item 77', 93.9, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('897122', '405', 'Item 78', 'Descricao do item 78', 10.69, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('856996', '688', 'Item 79', 'Descricao do item 79', 38.95, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('365193', '654', 'Item 80', 'Descricao do item 80', 79.92, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('202305', '786', 'Item 81', 'Descricao do item 81', 66.49, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('202305', '888', 'Item 82', 'Descricao do item 82', 51.31, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('856996', '720', 'Item 83', 'Descricao do item 83', 16.71, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('400851', '821', 'Item 84', 'Descricao do item 84', 90.81, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('882689', '968', 'Item 85', 'Descricao do item 85', 97.7, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('202305', '805', 'Item 86', 'Descricao do item 86', 96.2, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('202305', '301', 'Item 87', 'Descricao do item 87', 68.98, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('161763', '618', 'Item 88', 'Descricao do item 88', 41.97, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('365193', '619', 'Item 89', 'Descricao do item 89', 31.93, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('400851', '992', 'Item 90', 'Descricao do item 90', 77.94, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('856996', '461', 'Item 91', 'Descricao do item 91', 92.03, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('216182', '989', 'Item 92', 'Descricao do item 92', 19.71, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('882689', '279', 'Item 93', 'Descricao do item 93', 70.68, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('549469', '589', 'Item 94', 'Descricao do item 94', 69.11, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('856996', '398', 'Item 95', 'Descricao do item 95', 87.76, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('549469', '144', 'Item 96', 'Descricao do item 96', 89.71, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('516536', '824', 'Item 97', 'Descricao do item 97', 29.88, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('549469', '609', 'Item 98', 'Descricao do item 98', 57.17, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('365193', '398', 'Item 99', 'Descricao do item 99', 65.68, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('856996', '168', 'Item 100', 'Descricao do item 100', 19.02, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('897122', '369', 'Item 101', 'Descricao do item 101', 55.05, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('161763', '176', 'Item 102', 'Descricao do item 102', 84.59, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('516536', '728', 'Item 103', 'Descricao do item 103', 51.59, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('882689', '978', 'Item 104', 'Descricao do item 104', 40.52, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('897122', '567', 'Item 105', 'Descricao do item 105', 28.39, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('516536', '130', 'Item 106', 'Descricao do item 106', 12.83, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('897122', '846', 'Item 107', 'Descricao do item 107', 69.73, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('202305', '420', 'Item 108', 'Descricao do item 108', 90.09, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('882689', '510', 'Item 109', 'Descricao do item 109', 26.01, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('516536', '732', 'Item 110', 'Descricao do item 110', 49.28, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('549469', '402', 'Item 111', 'Descricao do item 111', 72.1, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('897122', '378', 'Item 112', 'Descricao do item 112', 95.02, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('856996', '515', 'Item 113', 'Descricao do item 113', 10.63, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('365193', '234', 'Item 114', 'Descricao do item 114', 24.22, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('897122', '493', 'Item 115', 'Descricao do item 115', 54.14, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('365193', '169', 'Item 116', 'Descricao do item 116', 97.59, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('549469', '753', 'Item 117', 'Descricao do item 117', 14.76, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('216182', '256', 'Item 118', 'Descricao do item 118', 48.22, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('897122', '285', 'Item 119', 'Descricao do item 119', 82.44, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('202305', '363', 'Item 120', 'Descricao do item 120', 81.4, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('400851', '243', 'Item 121', 'Descricao do item 121', 37.79, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('161763', '260', 'Item 122', 'Descricao do item 122', 40.16, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('365193', '569', 'Item 123', 'Descricao do item 123', 76.47, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('882689', '965', 'Item 124', 'Descricao do item 124', 35.06, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('202305', '422', 'Item 125', 'Descricao do item 125', 61.51, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('882689', '686', 'Item 126', 'Descricao do item 126', 71.25, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('365193', '343', 'Item 127', 'Descricao do item 127', 79.55, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('882689', '446', 'Item 128', 'Descricao do item 128', 37.54, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('365193', '522', 'Item 129', 'Descricao do item 129', 66.07, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('549469', '137', 'Item 130', 'Descricao do item 130', 74.43, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('516536', '833', 'Item 131', 'Descricao do item 131', 28.75, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('161763', '536', 'Item 132', 'Descricao do item 132', 61.85, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('516536', '630', 'Item 133', 'Descricao do item 133', 27.04, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('549469', '689', 'Item 134', 'Descricao do item 134', 58.38, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('400851', '260', 'Item 135', 'Descricao do item 135', 52.75, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('216182', '801', 'Item 136', 'Descricao do item 136', 76.08, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('882689', '737', 'Item 137', 'Descricao do item 137', 76.99, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('856996', '872', 'Item 138', 'Descricao do item 138', 12.6, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('856996', '338', 'Item 139', 'Descricao do item 139', 47.17, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('202305', '683', 'Item 140', 'Descricao do item 140', 16.1, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('856996', '288', 'Item 141', 'Descricao do item 141', 68.45, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('897122', '249', 'Item 142', 'Descricao do item 142', 51.44, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('202305', '383', 'Item 143', 'Descricao do item 143', 72.91, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('882689', '963', 'Item 144', 'Descricao do item 144', 85.23, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('400851', '996', 'Item 145', 'Descricao do item 145', 46.52, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('202305', '288', 'Item 146', 'Descricao do item 146', 75.78, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('216182', '567', 'Item 147', 'Descricao do item 147', 96.41, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('856996', '910', 'Item 148', 'Descricao do item 148', 22.49, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('549469', '681', 'Item 149', 'Descricao do item 149', 41.95, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('202305', '283', 'Item 150', 'Descricao do item 150', 15.86, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('400851', '281', 'Item 151', 'Descricao do item 151', 31.11, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('202305', '278', 'Item 152', 'Descricao do item 152', 87.25, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('365193', '724', 'Item 153', 'Descricao do item 153', 82.37, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('216182', '758', 'Item 154', 'Descricao do item 154', 50.33, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('549469', '289', 'Item 155', 'Descricao do item 155', 89.27, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('202305', '175', 'Item 156', 'Descricao do item 156', 55.41, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('400851', '477', 'Item 157', 'Descricao do item 157', 62.06, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('365193', '617', 'Item 158', 'Descricao do item 158', 53.38, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('202305', '162', 'Item 159', 'Descricao do item 159', 89.12, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('882689', '602', 'Item 160', 'Descricao do item 160', 95.94, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('897122', '364', 'Item 161', 'Descricao do item 161', 79.01, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('161763', '510', 'Item 162', 'Descricao do item 162', 86.52, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('202305', '683', 'Item 163', 'Descricao do item 163', 21.12, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('365193', '207', 'Item 164', 'Descricao do item 164', 14.92, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('549469', '982', 'Item 165', 'Descricao do item 165', 95.27, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('516536', '252', 'Item 166', 'Descricao do item 166', 37.85, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('400851', '826', 'Item 167', 'Descricao do item 167', 66.47, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('161763', '553', 'Item 168', 'Descricao do item 168', 79.8, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('516536', '875', 'Item 169', 'Descricao do item 169', 33.67, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('897122', '296', 'Item 170', 'Descricao do item 170', 68.24, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('897122', '669', 'Item 171', 'Descricao do item 171', 39.71, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('516536', '369', 'Item 172', 'Descricao do item 172', 19.04, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('365193', '435', 'Item 173', 'Descricao do item 173', 11.02, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('549469', '883', 'Item 174', 'Descricao do item 174', 88.43, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('897122', '150', 'Item 175', 'Descricao do item 175', 57.71, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('216182', '765', 'Item 176', 'Descricao do item 176', 32.34, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('400851', '977', 'Item 177', 'Descricao do item 177', 53.9, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('161763', '977', 'Item 178', 'Descricao do item 178', 82.02, True);
